leaid,district_name,fips_state,state_code,fiscal_year,total_revenue_000s,federal_revenue_000s,state_revenue_000s,local_revenue_000s,total_expenditure_000s,current_exp_elem_secondary_000s,instruction_expenditure_000s,support_services_expenditure_000s,capital_outlay_000s,total_salaries_000s,instruction_salaries_000s,total_benefits_000s
4800001,CROSBYTON IND SCH DIST 901,48,44,24,7749,1809,4086,1854,6030,5379,3114,1962,386,319,3028,0
4808910,AUBREY IND SCH DISTRICT 907,48,44,24,72737,1829,23498,47410,119953,43463,25893,15536,62104,4000,24843,0
4826430,LAKE DALLAS IND SCH DISTRICT 912,48,44,24,65730,3816,20967,40947,65915,45617,25919,17637,8899,3811,24682,0
4834920,PILOT POINT IND SCH DIST 903,48,44,24,26812,1865,8255,16692,29726,20072,10982,8270,7564,1551,10513,0
4845240,WESTHOFF IND SCH DIST 905,48,44,24,2278,304,94,1880,8586,2044,928,962,40,88,897,0
4834380,PATTON SPRINGS SCH DISTRICT 906,48,44,24,1950,225,113,1612,3187,2171,1065,975,141,76,1017,0
4838820,SAN DIEGO IND SCH DIST 902,48,44,24,25073,6390,13114,5569,26569,21224,11883,7702,3436,1513,11401,0
4817960,EASTLAND IND SCH DISTRICT 903,48,44,24,16473,1978,8039,6456,14571,12792,8293,3900,1303,1067,7950,0
4809030,AVALON IND SCH DIST 901,48,44,24,5224,424,3956,844,4348,4278,2691,1406,25,349,2579,0
4838640,SAM RAYBURN IND SCH DIST,48,44,24,8986,645,5888,2453,9897,8093,5523,2243,1610,484,5304,0
4823460,HONEY GROVE IND SCH DIST 907,48,44,24,13037,2308,6568,4161,15436,11182,6397,4392,3788,618,6169,0
4826100,LA GRANGE IND SCH DISTRICT 902,48,44,24,27888,2916,10275,14697,26208,23527,13762,8457,1287,1926,13177,0
4827890,LOCKNEY IND SCH DIST,48,44,24,8115,1027,5016,2072,7701,7152,4044,2812,384,404,3899,0
4832310,NEEDVILLE IND SCH DISTRICT 906,48,44,24,61047,2473,28586,29988,68004,42996,26020,15094,21313,3598,24811,0
4818940,FAIRFIELD IND SCH DISTRICT 902,48,44,24,26239,2160,6176,17903,27262,23917,13335,9593,2811,1670,12785,0
4817100,DILLEY IND SCH DIST 902,48,44,24,20522,3396,1496,15630,24115,14785,8079,5550,6579,868,7740,0
4814280,CLEAR CREEK IND SCH DISTRICT 910,48,44,24,565698,44571,193711,327416,542501,437644,274707,144334,62337,40132,263361,0
4817070,DICKINSON IND SCH DISTRICT 901,48,44,24,190939,21439,84042,85458,192180,158199,94745,56140,13996,12592,90707,0
4839270,SANTA FE IND SCH DISTRICT 909,48,44,24,60048,4878,27620,27550,56050,54542,28809,22844,976,4397,27507,0
4820790,GLASSCOCK CO IND SCH DIST 901,48,44,24,24101,79,581,23441,70864,8991,4993,3547,9427,292,4804,0
4829100,MARION INDEP SCH DIST 904,48,44,24,29386,1169,9327,18890,32427,18877,11225,6696,10759,1570,10743,0
4839690,SEGUIN IND SCH DIST 901,48,44,24,120891,15406,44353,61132,136900,93848,50595,36775,32731,7314,48572,0
4834680,PETERSBURG IND SCH DISTRICT 904,48,44,24,8517,637,3562,4318,5747,4779,2773,1668,486,274,2653,0
4821930,GRUVER IND SCH DIST 901,48,44,24,16873,282,3088,13503,9339,6695,4291,2164,2049,433,4066,0
4825920,KOUNTZE IND SCH DISTRICT 903,48,44,24,18850,1588,11977,5285,19364,17224,8753,7590,1900,1143,8369,0
4807710,ALDINE IND SCH DISTRICT 902,48,44,24,959830,162603,441517,355710,962235,823850,434454,341131,89958,57844,417061,0
4816530,DEER PARK IND SCH DIST 908,48,44,24,202827,11323,37706,153798,241548,162915,96978,59757,57665,12122,92780,0
4823640,HOUSTON IND SCH DIST 912,48,44,24,3148343,766360,362849,2019134,2974906,2568363,1496754,951900,281183,184109,1440509,0
4841220,SPRING IND SCH DIST 919,48,44,24,593461,128934,230580,233947,542482,434453,238338,165733,64674,33935,229561,0
4843170,TRINIDAD IND SCH DIST 907,48,44,24,3699,728,2297,674,2986,2926,1643,1130,13,156,1587,0
4826340,LA VILLA INDEP SCH DIST 914,48,44,24,13077,2060,8582,2435,12631,11766,5787,5297,106,538,5570,0
4831040,MISSION IND SCH DIST 908,48,44,24,233874,46908,140504,46462,233882,214733,124646,75964,13429,14068,120191,0
4835910,PROGRESO IND SCH DIST 910,48,44,24,27218,8210,15243,3765,29218,22349,11525,9312,5538,1405,11035,0
4808520,AQUILLA IND SCH DIST 912,48,44,24,7566,470,4270,2826,7001,6732,3295,3210,251,321,3183,0
4824480,ITASCA IND SCH DIST 907,48,44,24,13277,947,6769,5561,11852,9196,5259,3425,2289,656,5057,0
4808460,ANTON IND SCH DIST 901,48,44,24,3390,554,2134,702,3212,2997,1477,1334,188,170,1419,0
4837830,ROPES IND SCH DIST 905,48,44,24,9089,435,6391,2263,8454,7974,5067,2626,121,576,4843,0
4816020,CUMBY IND SCH DIST 905,48,44,24,9225,957,6355,1913,9907,6873,4187,2378,2303,450,4026,0
4841790,SULPHUR BLUFF IND SCH DISTRICT 910,48,44,24,4821,416,2881,1524,4081,3706,1965,1566,322,228,1886,0
4841580,PLEMONS-STINNETT-PHILLIPS ISD,48,44,24,12722,746,947,11029,18028,8222,4771,3135,5035,564,4543,0
4820310,GANADO IND SCH DIST 902,48,44,24,12457,536,6523,5398,11942,8553,4966,3256,2354,696,4753,0
4825710,KIRBYVILLE IND SCH DIST 905,48,44,24,22070,1937,15334,4799,19328,17273,9942,6426,1389,1458,9523,0
4820100,FT DAVIS IND SCH DIST 901,48,44,24,3854,108,1528,2218,4368,4273,2594,1650,90,263,2498,0
4835430,PORT NECHES IND SCH DIST 908,48,44,24,77579,3653,30684,43242,75262,61584,36158,22752,8079,5364,34583,0
4822320,HAMSHIRE FANNETT IND SCH DISTRICT 914,48,44,24,30532,3093,15776,11663,32997,23114,12128,9845,8128,2048,11622,0
4800011,ALVARADO IND SCH DIST 901,48,44,24,64483,5987,24808,33688,82040,44245,26770,14840,30781,3782,25591,0
4820960,GODLEY IND SCH DIST 911,48,44,24,50890,3488,21158,26244,100344,42638,23938,16945,48808,3002,22833,0
4844010,VENUS IND SCH DIST 908,48,44,24,36165,4626,21247,10292,33652,31417,17899,11895,417,2308,17178,0
4841400,STAMFORD IND SCH DIST 906,48,44,24,12573,2581,8189,1803,12379,11480,5945,5140,260,583,5727,0
4842450,TERRELL IND SCH DIST 906,48,44,24,81515,12032,31373,38110,71279,64192,34576,26100,2102,5255,33374,0
4808160,AMHERST IND SCH DIST 901,48,44,24,3082,355,1943,784,2943,2422,1381,896,503,114,1321,0
4815400,COTULLA IND SCH DIST 901,48,44,24,42066,3447,1364,37255,73244,26593,14885,10419,3142,1143,14293,0
4840110,SHINER IND SCH DIST 903,48,44,24,10657,441,961,9255,11149,8098,5142,2578,1788,717,4896,0
4816920,DEVERS IND SCH DIST 903,48,44,24,3024,369,541,2114,2793,2644,1434,1056,4,185,1367,0
4822380,HARDIN IND SCH DIST 904,48,44,24,18640,2714,9459,6467,16241,15167,8155,6394,398,1239,7866,0
4821810,GROESBECK IND SCH DIST 902,48,44,24,22555,1907,5658,14990,22517,18668,10437,7339,3127,1543,9932,0
4842690,THREE RIVERS IND SCH DIST 902,48,44,24,12966,729,793,11444,31440,10918,6155,4197,4653,590,5886,0
4819830,FRENSHIP IND SCH DIST 907,48,44,24,166945,9651,70964,86330,252156,119162,67828,45151,117788,11581,64654,0
4840440,SLATON IND SCH DIST 903,48,44,24,25019,3972,13323,7724,23600,22246,12435,8501,538,1247,11959,0
4810910,BOSQUEVILLE IND SCH DIST,48,44,24,14011,606,8421,4984,15974,10298,6403,3484,4981,723,6130,0
4829280,MASON IND SCH DIST 901,48,44,24,13469,1056,4789,7624,11161,10421,6000,4078,561,705,5740,0
4817730,EAGLE PASS IND SCH DIST 901,48,44,24,196371,36808,125253,34310,186518,172073,95183,62812,10687,13869,91694,0
4816140,D HANIS IND SCH DIST 902,48,44,24,4840,250,1882,2708,4276,4109,2465,1506,0,278,2355,0
4830690,MILANO IND SCH DIST 903,48,44,24,7471,429,4583,2459,7187,6716,3799,2506,227,411,3638,0
4821000,GOLDTHWAITE IND SCH DISTRICT 901,48,44,24,11896,1748,3968,6180,11779,10465,6548,3624,616,533,6280,0
4828170,LORAINE IND SCH DIST 902,48,44,24,3943,535,1144,2264,3332,2946,1632,1160,190,133,1558,0
4838520,SAINT JO IND SCH DIST 911,48,44,24,6632,258,3133,3241,5955,4855,3009,1607,862,346,2876,0
4828740,MAGNOLIA IND SCH DIST 906,48,44,24,204073,11743,75209,117121,304382,154879,93667,55235,136219,14468,89790,0
4845900,WILLIS IND SCH DIST 904,48,44,24,130917,9739,45120,76058,173752,93550,53145,34149,65726,8974,51104,0
4831500,MOTLEY CO IND SCH DIST 901,48,44,24,3490,518,1627,1345,4016,3582,1894,1545,409,160,1827,0
4817460,DOUGLAS IND SCH DIST 911,48,44,24,7416,656,4405,2355,12433,5358,3343,1783,6717,426,3192,0
4846320,WODEN IND SCH DIST 906,48,44,24,14572,2055,8382,4135,13234,11604,7048,4008,1234,856,6768,0
4843350,TULOSO MIDWAY IND SCH DIST 912,48,44,24,52630,5118,11218,36294,60288,47898,25588,19495,9850,3636,24501,0
4811040,BOYS RANCH IND SCH DIST 901,48,44,24,7765,1051,2927,3787,6184,5987,4088,1899,145,153,3909,0
4821330,GRAFORD IND SCH DIST 902,48,44,24,9024,364,469,8191,13182,5783,3322,2236,63,330,3170,0
4834140,PALO PINTO IND SCH DIST 906,48,44,24,2483,212,229,2042,6246,1677,821,768,153,102,785,0
4809690,BECKVILLE IND SCH DIST 901,48,44,24,11826,566,4962,6298,17925,8977,5549,3055,8137,700,5296,0
4811460,BROCK IND SCH DIST 909,48,44,24,33778,359,13396,20023,38053,23733,14702,7875,10261,2177,13978,0
4835340,POOLVILLE IND SCH DIST 901,48,44,24,11708,776,5874,5058,10398,9393,5757,3226,930,749,5494,0
4810950,BOVINA IND SCH DIST 901,48,44,24,8433,574,5241,2618,7744,7013,4177,2344,700,449,3983,0
4820190,FORT STOCKTON IND SCH DIST 902,48,44,24,141281,3292,88194,49795,143169,109353,94161,13053,27700,8427,93467,0
4822970,HENDERSON IND SCH DIST 902,48,44,24,51936,6699,22090,23147,47165,45599,24052,19069,517,3292,23078,0
4833870,OVERTON IND SCH DIST 908,48,44,24,9343,563,7297,1483,8832,7991,4629,3027,494,534,4416,0
4811430,BROADDUS IND SCH DIST 902,48,44,24,10289,1527,1550,7212,8464,6156,3046,2740,1843,391,2911,0
4840020,SHEPHERD IND SCH DIST 904,48,44,24,31276,5326,19041,6909,26294,24277,12826,10021,1360,1958,12355,0
4833360,ODEM EDROY IND SCHOOL DIST 905,48,44,24,18808,1760,8424,8624,17927,14195,7589,5778,1922,913,7304,0
4813740,CHEROKEE IND SCH DIST 903,48,44,24,3342,248,1978,1116,3105,2688,1586,973,388,130,1510,0
4824300,IRA IND SCH DIST 903,48,44,24,4811,112,2331,2368,4705,3820,2195,1381,583,249,2107,0
4842360,TENAHA IND SCH DIST 904,48,44,24,8535,1181,5959,1395,8369,7351,4401,2481,738,459,4232,0
4846230,WINONA IND SCH DIST 910,48,44,24,22706,4006,9285,9415,28066,18348,10400,7164,8180,1153,9971,0
4837140,RIO GRANDE CITY IND SCH DIST 901,48,44,24,152013,34194,96062,21757,172103,130012,71885,47484,34839,9482,68893,0
4813680,CHAPEL HILL IND SCH DIST 906,48,44,24,15937,1414,11631,2892,14381,13582,8696,4398,580,978,8347,0
4814010,CHRISTOVAL IND SCH DIST 901,48,44,24,9065,232,5012,3821,8119,7315,4055,2898,732,636,3854,0
4844410,WALL IND SCH DIST 906,48,44,24,19354,1630,9675,8049,20729,18477,11240,6536,1543,1334,10690,0
4816620,DEL VALLE IND SCH DIST 910,48,44,24,240879,28218,33717,178944,259812,157621,88379,61036,72004,11287,84789,0
4813380,CENTERVILLE IND SCH DIST 904,48,44,24,3043,208,2107,728,2748,2457,1359,970,275,155,1298,0
4846440,WOODVILLE IND SCH DIST 903,48,44,24,25642,3350,9421,12871,44679,19441,10403,7941,22797,1215,9992,0
4833840,ORE CITY IND SCH DIST 903,48,44,24,15121,1294,10464,3363,13869,12914,7470,4807,631,807,7169,0
4812120,BURKBURNET IND SCH DIST 901,48,44,24,48999,5861,28075,15063,46857,42302,22750,17611,2705,3267,21772,0
4845780,WICHITA FALLS IND SCH DISTRICT 905,48,44,24,199836,25864,94314,79658,276863,143638,88087,48252,122102,12868,84252,0
4844110,VERNON CONS IND SCH DIST 903,48,44,24,26821,2156,13554,11111,26876,24043,14041,8659,1195,1769,13496,0
4836540,RAYMONDVILLE IND SCH DIST 903,48,44,24,35474,8422,21119,5933,35897,32686,17288,12341,1299,1975,16551,0
4824100,HUTTO IND SCH DIST 906,48,44,24,170968,9645,56611,104712,247034,120655,71565,43826,98640,10035,68511,0
4819350,FLORESVILLE IND SCH DIST 901,48,44,24,51731,5970,26338,19423,48606,45447,25726,17478,867,4080,24443,0
4846170,WINK LOVING IND SCHOOL DIST 902,48,44,24,91926,505,1946,89475,199067,12609,6437,5700,47204,445,6196,0
4820280,GALVESTON IND SCH DISTRICT 902,48,44,24,121892,19044,7935,94913,200215,88938,49535,34095,66128,6446,47767,0
4838970,SAN MARCOS IND SCH DISTRICT 902,48,44,24,132640,12392,13986,106262,135976,107332,60785,40653,16232,8311,58086,0
4824120,IDALOU IND SCH DIST 910,48,44,24,14824,519,8951,5354,13590,12462,8138,4079,667,976,7773,0
4834800,PEWITT IND SCH DIST 905,48,44,24,15158,1707,8255,5196,16558,11221,6688,3856,4315,842,6407,0
4826970,LAZBUDDIE IND SCH DIST 904,48,44,24,3076,197,1909,970,2634,2461,1385,983,52,129,1317,0
4829520,MAY INDEPENDENT SCHOOL DISTRICT,48,44,24,4813,420,1828,2565,3991,3740,2166,1338,210,266,2078,0
4818070,EDEN IND SCH DISTRICT 901,48,44,24,6460,441,1435,4584,4861,4130,2040,1903,98,221,1955,0
4832880,NORDHEIM IND SCH DISTRICT 902,48,44,24,7994,210,446,7338,16020,2833,1512,1175,4020,126,1451,0
4824630,JASPER IND SCH DIST 904,48,44,24,37240,8459,17288,11493,35969,30112,17002,11317,5012,2194,16426,0
4824660,JAYTON GIRARD IND SCH DISTRICT 902,48,44,24,10152,226,422,9504,10293,4151,2211,1718,4658,177,2112,0
4822140,HALLSBURG INDEPENDENT SCHOOL DISTRICT 924,48,44,24,2420,237,995,1188,2055,1960,1176,665,0,145,1118,0
4820970,GOLD BURG IND SCH DIST 906,48,44,24,2883,268,1177,1438,2725,2477,1453,882,237,155,1398,0
4845840,WILDORADO IND SCH DIST 904,48,44,24,5141,180,1494,3467,3664,3050,1652,1271,183,215,1584,0
4841280,SPRINGTOWN IND SCH DIST 902,48,44,24,55704,3672,25962,26070,51692,48559,31315,15215,1277,4171,29931,0
4838220,ROYSE CITY IND SCH DIST 902,48,44,24,151967,8365,68154,75448,269266,107277,62355,40944,139143,9371,59625,0
4845600,WHITEHOUSE IND SCH DIST 906,48,44,24,66751,6873,31269,28609,63608,56720,31171,22753,2235,4826,29790,0
4836510,RANKIN IND SCH DIST 902,48,44,24,59849,351,756,58742,116823,10833,5442,5001,12617,295,5255,0
4839000,SAN PERLITA IND SCH DIST 904,48,44,24,7893,762,1631,5500,5709,5318,2382,2636,0,212,2293,0
4818030,ECTOR IND SCH DIST 905,48,44,24,4734,366,3331,1037,4154,3623,2218,1200,480,252,2122,0
4831200,MONTAGUE IND SCH DIST 908,48,44,24,3192,259,2345,588,2473,2152,1294,741,279,158,1244,0
4824330,IRAAN-SHEFFIELD IND SCHOOL DIST 903,48,44,24,12109,594,761,10754,14495,6840,3144,3400,2585,347,3024,0
4834980,PINE TREE IND SCH DIST 904,48,44,24,69114,9094,33706,26314,64682,56492,31347,21491,6523,4434,30001,0
4840200,SIERRA BLANCA IND SCH DIST 902,48,44,24,3637,279,556,2802,5338,2443,1430,890,2565,99,1380,0
4843200,TRINITY IND SCH DIST 903,48,44,24,20555,2591,12122,5842,19836,15889,9006,6216,3236,1220,8607,0
4812780,CANUTILLO SCH DISTRICT 907,48,44,24,97407,10726,37967,48714,84102,77806,43174,29671,2502,5904,41352,0
4823310,HITCHCOCK IND SCH DISTRICT 908,48,44,24,38987,10094,13414,15479,64768,29284,15812,12040,32526,1899,15223,0
4815510,CRANDALL IND SCH DIST 901,48,44,24,90306,6294,49566,34446,112574,70041,39636,26750,30181,6443,37801,0
4845040,WEST IND SCH DIST 916,48,44,24,21936,1676,12672,7588,23856,19707,10013,8413,3208,1250,9579,0
4836780,REFUGIO IND SCH DIST 903,48,44,24,12727,1263,6419,5045,14803,13617,6982,6184,349,685,6750,0
4823400,HOLLIDAY IND SCH DIST 902,48,44,24,19071,543,10967,7561,25098,13702,9035,4363,10097,1132,8614,0
4840920,SOUTHSIDE IND SCH DIST 917,48,44,24,97407,14241,54613,28553,87629,81829,42255,30761,2315,6033,40545,0
4818000,ECTOR CO IND SCHOOL DISTRICT 901,48,44,24,472613,74533,194771,203309,419927,365033,211481,135170,30832,33426,203543,0
4821150,GOOSE CREEK CONSOLIDATED INDEPENDENT SCHOOL DISTRICT 911,48,44,24,374697,27989,137840,208868,363091,301734,174386,112627,33891,24108,167306,0
4821390,GRANBURY IND SCH DIST 901,48,44,24,115088,12466,19909,82713,105769,97000,59569,32779,1271,7933,57195,0
4814790,COMFORT IND SCH DIST 902,48,44,24,21356,1299,5723,14334,16356,14944,8494,5811,12,1090,8145,0
4836960,RICE IND SCH DIST 911,48,44,24,18873,1725,12828,4320,15304,13226,7643,4921,1283,1071,7344,0
4831950,MUMFORD IND SCH DIST 906,48,44,24,9768,814,5942,3012,11782,6144,3816,1788,5621,600,3652,0
4828890,MANOR IND SCH DIST 907,48,44,24,173815,20152,23904,129759,236426,128503,67488,51520,85651,9658,64776,0
4823370,HOLLAND IND SCH DIST 905,48,44,24,11155,1552,6759,2844,11679,10938,6193,4367,372,638,5925,0
4825660,KILLEEN IND SCH DIST 906,48,44,24,643179,192177,323523,127479,644496,551498,323709,196028,71210,43864,311680,0
4834170,PAMPA IND SCH DIST 904,48,44,24,46572,6201,24950,15421,39506,34922,19880,13395,3459,3326,19069,0
4826670,LANCASTER IND SCH DISTRICT 913,48,44,24,121310,19638,37617,64055,103504,89263,44203,39246,5777,7014,42401,0
4812990,CARRIZO SPRINGS IND SCH DISTRICT 903,48,44,24,52256,7440,2371,42445,78788,34048,16439,15279,1057,1915,15909,0
4846470,WORTHAM IND SCH DIST 905,48,44,24,8899,710,5326,2863,7618,6113,3725,2151,1215,537,3548,0
4810200,BIG SPRING IND SCH DIST 901,48,44,24,54259,7062,7244,39953,49900,43735,24678,17062,4375,3451,23717,0
4822560,HARMONY INDEPENDENT SCH DIST 905,48,44,24,14684,1365,8607,4712,13769,13294,8087,4662,348,981,7712,0
4821480,GRANDFALLS ROYALTY IND SCH DIST 904,48,44,24,3660,279,1245,2136,3440,2939,1548,1241,232,138,1491,0
4843650,UNITED IND SCH DIST 903,48,44,24,571475,104289,243784,223402,582585,508183,284150,187161,49385,41203,272725,0
4808940,AUSTIN IND SCH DIST 901,48,44,24,1299602,161774,99766,1038062,2011159,1029326,556346,427439,209062,72830,534048,0
4825260,KELLER IND SCH DIST 907,48,44,24,481110,26136,158950,296024,472674,367142,224603,129559,71930,33250,214828,0
4800254,WESTLAKE ACADEMY,48,44,24,11788,398,7978,3412,11523,11352,6419,4933,0,888,6181,0
4801395,STEPHEN F AUSTIN STATE UNIV. CHARTER SCHOOL,48,44,24,2848,31,2528,289,2807,2807,1659,847,0,254,1659,0
4801454,SAM HOUSTON STATE UNIV. CHARTER SCHOOL,48,44,24,4423,65,4358,0,4398,4398,2779,1619,0,468,2779,0
4800251,UNIV. OF TX ELEMENTARY CHARTER SCHOOL,48,44,24,4600,658,3266,676,4351,4351,2545,1504,0,292,2545,0
4800071,UNIV. OF TX UNIVERSITY CHARTER SCHOOL,48,44,24,12169,2649,9515,5,12172,12172,7365,4807,0,509,7365,0
4801427,UT TYLER UNIVERSITY ACADEMY,48,44,24,11489,501,10785,203,11562,11478,7523,3938,0,1016,7523,0
4800271,RICHLAND COLLEGIATE HIGH SCHOOL,48,44,24,3424,0,3308,116,2206,2005,790,1197,0,275,790,0
4800049,EXCEL ACADEMY,48,44,24,5484,1775,3423,286,5094,5094,3025,2069,0,234,3025,0
4800093,ACADEMY FOR ACADEMIC EXCELLENCE,48,44,24,8554,1576,5293,1685,8551,8426,5985,2441,0,343,5985,0
4900090,BOX ELDER SCHOOL DISTRICT,49,45,24,170500,13253,93173,64074,157172,140318,94102,40010,14384,12578,94102,0
4900150,CARBON CO SCH DIST,49,45,24,56371,4367,30957,21047,54404,47581,28624,16169,4911,3320,28624,0
4900300,GARFIELD CO SCH DIST,49,45,24,27109,1377,18440,7292,25174,18778,10406,7736,5734,1560,10406,0
4900390,IRON CO SCH DIST,49,45,24,174090,17665,104315,52110,175140,132656,86580,41022,37326,14790,86580,0
4901020,TINTIC SCH DIST,49,45,24,9057,504,6543,2010,7513,6690,3284,3152,724,275,3284,0
4900570,MORGAN CO SCH DIST,49,45,24,51796,1040,28334,22422,44530,36690,23653,11005,5442,3235,23653,0
4900780,PIUTE CO SCH DIST,49,45,24,27748,957,24579,2212,9179,7173,4496,2332,1669,294,4496,0
4900660,NORTH SANPETE CO SCH DIST,49,45,24,42279,3965,26234,12080,36608,33685,20388,10981,1612,2673,20388,0
4900600,MURRAY CITY SCH DIST,49,45,24,84094,6377,36437,41280,76869,70561,44019,23153,3218,5733,44019,0
4900690,NORTH SUMMIT CO SCH DIST,49,45,24,20620,626,5536,14458,18619,16573,11181,4652,1467,1067,11181,0
4900990,SOUTH SUMMIT SCH DIST,49,45,24,37451,1040,7764,28647,32175,27128,14843,11518,3537,1685,14843,0
4901140,WASHINGTON CO SCH DIST,49,45,24,471906,26515,219811,225580,400850,363244,241743,106355,29057,37575,241743,0
4900180,DAGGETT CO SCH DIST,49,45,24,7691,399,4238,3054,7252,6236,3392,2681,710,217,3392,0
4900480,KANE CO SCH DIST,49,45,24,29129,1552,14306,13271,24956,22562,12728,9035,1281,1510,12728,0
4900210,DAVIS CO SCH DIST,49,45,24,938778,64573,538295,335910,1002771,821364,548967,235682,157575,72499,548967,0
4900270,EMERY CO SCH DIST,49,45,24,60002,2895,32516,24591,55077,34171,19688,13072,18726,2182,19688,0
4900330,GRAND CO SCH DIST,49,45,24,36659,2386,9790,24483,28017,23802,13792,8954,1839,1451,13792,0
4900450,JUAB CO SCH DIST,49,45,24,47058,2408,28005,16645,40586,35498,23437,10249,4223,2726,23437,0
4900540,MILLARD CO SCH DIST,49,45,24,54373,3964,24049,26360,57941,45421,29009,13695,11297,3255,29009,0
4900900,SAN JUAN CO SCH DIST,49,45,24,74888,21618,39503,13767,61748,55800,29827,22670,5765,2950,29827,0
4900750,PARK CITY SCHOOL DISTRICT,49,45,24,135718,2977,9923,122818,166405,96366,55121,38597,60103,4392,55121,0
4900630,NEBO SCH DIST,49,45,24,548647,24956,333184,190507,590828,399719,251709,133095,165780,44446,251709,0
4901170,WAYNE CO SCH DIST,49,45,24,32153,887,25100,6166,32538,8333,4834,3176,23681,427,4834,0
4900360,GRANITE SCHOOL DISTRICT,49,45,24,907520,135477,419704,352339,879048,724391,405374,285989,137857,60270,405374,0
4901110,WASATCH CO SCH DIST,49,45,24,171313,5846,45461,120006,189173,115524,84321,27278,62783,8970,84321,0
4900510,LOGAN CITY SCHOOL DISTRICT,49,45,24,85366,11539,35896,37931,76926,66829,42512,19974,5313,5394,42512,0
4900960,SOUTH SANPETE CO SCH DIST,49,45,24,56759,4804,37565,14390,47774,42093,28923,10721,3400,3295,28923,0
4900030,ALPINE SCH DIST,49,45,24,1032336,56186,575346,400804,969939,874311,597859,242967,66540,87051,597859,0
4901200,WEBER CO SCH DIST,49,45,24,432961,26507,240619,165835,517480,352828,238260,97118,150367,32443,238260,0
4900060,BEAVER COUNTY SCHOOL DISTRICT,49,45,24,29905,2542,14682,12681,26286,24800,13339,10282,744,1509,13339,0
4900120,CACHE SCHOOL DISTRICT,49,45,24,265868,18595,161127,86146,239855,224941,143893,71522,11405,20265,143893,0
4900840,RICH CO SCH DIST,49,45,24,14458,493,4132,9833,13664,11565,6812,4257,1471,531,6812,0
4900870,SALT LAKE CITY SCHOOL DIST,49,45,24,349627,43327,100325,205975,366123,291283,165065,111653,59067,19477,165065,0
4900930,SEVIER CO SCH DIST,49,45,24,74697,7527,43240,23930,60860,55213,34143,17828,3536,4744,34143,0
4901050,TOOELE CO SCH DIST,49,45,24,259120,16908,160873,81339,294893,201854,116400,76017,84461,16087,116400,0
4900810,PROVO CITY SCH DIST,49,45,24,228842,24086,96470,108286,254719,171819,97519,66935,73089,13887,97519,0
4900720,OGDEN CITY SCH DIST,49,45,24,184690,35382,74517,74791,198233,141740,71890,60821,45459,10411,71890,0
4900240,DUCHESNE CO SCH DIST,49,45,24,94845,5612,48998,40235,103266,68915,42885,22490,30042,5328,42885,0
4900420,JORDAN SCH DIST,49,45,24,738271,37406,394423,306442,694867,609719,385759,196398,73141,59145,385759,0
4901080,UINTAH COUNTY SCHOOL DISTRICT,49,45,24,111246,14971,55764,40511,109028,89666,49584,36429,18460,6942,49584,0
4900142,CANYONS SCHOOL DISTRICT,49,45,24,480840,31318,203012,246510,455358,401454,233877,152434,32337,33196,233877,0
5005160,LINCOLN TOWN SCH DIST,50,46,24,5130,46,4944,140,4563,2707,1528,1024,13,105,1367,241
5007710,STANNARD TOWN SCH DIST,50,46,24,257,0,255,2,230,100,100,0,0,4,100,88
5000443,MT MANSFIELD UNIFIED UNION SCH DIST #401,50,46,24,65290,2353,61504,1433,66328,63381,39130,22084,1266,2596,33698,1872
5004080,FLETCHER TOWN SCHOOL DISTRICT,50,46,24,4059,36,3966,57,4348,1905,1087,731,195,122,951,104
5099922,FRANKLIN WEST SUPERVISORY UNION,50,46,24,20228,2854,7753,9621,17956,17541,9063,6836,6,0,8071,878
5001770,ALBURG TOWN SCH DIST,50,46,24,7186,0,7146,40,6683,4267,2890,1183,126,191,2491,36
5099924,GRAND ISLE SUPERVISORY UNION,50,46,24,10966,2572,4967,3427,10954,9642,4302,4914,79,0,4127,2056
5009390,WOLCOTT TOWN SCH DIST,50,46,24,5415,5,5328,82,5392,1893,1112,739,96,120,993,124
5006000,NEWPORT CITY SCHS,50,46,24,7882,0,7767,115,8496,7315,4521,2490,111,306,3909,72
5099931,ORLEANS-ESSEX NORTH SUPV UNION,50,46,24,35888,12196,13044,10648,27379,24266,10564,11599,262,0,9378,2519
5006450,PITTSFIELD TOWN SCH DIST,50,46,24,842,0,831,11,815,91,87,4,0,7,87,87
5099936,RUTLAND NORTHEAST SUPV UNION,50,46,24,20140,5716,6955,7469,20397,18592,8019,9594,1138,0,6747,0
5007860,STRATTON TOWN SCH DIST,50,46,24,1382,60,1202,120,862,595,580,15,0,34,580,580
5006180,NORWICH TOWN SCH DIST,50,46,24,16208,329,15796,83,8209,6868,5033,1685,492,335,4358,0
5099930,WHITE RIVER VALLEY SUPERVISORY UNION,50,46,24,15798,4176,6109,5513,16703,15645,6763,7523,304,0,5880,1002
5007200,SEARSBURG TOWN SCH DIST,50,46,24,543,0,543,0,410,366,75,291,0,5,75,75
5005810,MT ANTHONY UNION HIGH SCH DIST 14,50,46,24,27056,0,26295,761,28315,21917,12136,9767,41,1367,10429,13
5003450,DANVILLE TOWN SCH DIST,50,46,24,7781,0,7383,398,8369,6358,4432,1926,78,339,3828,23
5006390,PEACHAM TOWN SCH DIST,50,46,24,2466,0,2427,39,2578,1881,1416,465,19,89,1314,650
