ceeb,school_name,state,sector,score_default,tier_default,score_B_qualdensity,tier_B_qualdensity,score_v4_candidate,tier_v4_candidate,ap_qualifying_density
290135,Lincoln County High School,NV,public,-0.125120094009356,Average,-0.125120094009356,Average,0.010337930249751303,Demanding,
290136,The Hebrew Academy,,private,,,,,,,
290137,Pahrump Valley High School,NV,public,-0.5038451176201618,Average,-0.5038451176201618,Average,-0.4677501708519616,Average,
290139,Round Mountain High School,NV,public,-0.4633505811683896,Average,-0.4633505811683896,Average,-0.3317572947571475,Average,
290140,BISHOP MANOGUE CATHOLIC HIGH SCHOOL,NV,private,0.4648774023536703,Demanding,0.740465938184689,Very Demanding,0.5654065394970218,Demanding,2.88519209618599
290141,EDWARD C. REED HIGH SCHOOL,NV,public,-0.49098500121838806,Average,-0.5084497343853059,Average,-0.48051016902662846,Average,1.0431928368886787
290142,EARL WOOSTER HIGH SCHOOL,NV,public,-0.26404586117282486,Average,-0.22443288474489242,Average,-0.08629101473175844,Average,1.3989233746778318
290143,ROBERT MCQUEEN HIGH SCHOOL,NV,public,-0.3186536385379862,Average,-0.26419731477572406,Average,-0.2622993806477748,Average,1.573247142308928
290144,PROCTER R. HUG HIGH SCHOOL,NV,public,-0.5239193412232106,Average,-0.4347138011596204,Average,-0.414546131827385,Average,1.2379669921077936
290145,RENO HIGH SCHOOL,NV,public,0.09987596036795411,Demanding,0.20962097287760859,Demanding,0.19575231409475394,Demanding,3.0512511147135717
290146,Church Academy,,private,,,,,,,
290148,Sierra Nevada Job Corp,,private,,,,,,,
290149,GALENA HIGH SCHOOL,NV,public,-0.02048051640036457,Demanding,-0.014903333311085402,Demanding,-0.038927258469165504,Average,2.0486567765873587
290151,Silver Springs Christian Acad,,private,,,,,,,
290155,SPARKS HIGH SCHOOL,NV,public,-0.17152482834827934,Average,-0.17152482834827934,Average,-0.08926266229192723,Average,
290156,Reno Christian Academy,,private,,,,,,,
290159,Silver State Adventist School,,private,,,,,,,
290161,Calvary Chapel Christian Schl,,private,0.22478776283468796,Demanding,0.22478776283468796,Demanding,0.22478776283468796,Demanding,
290163,Juvenile Detention 6-12 J-SHS,NV,public,-0.6476144130900274,Average,-0.6476144130900274,Average,-0.6476144130900274,Below Average,
290164,Mountain View Christian School,,private,,,,,,,
290165,Tonopah High School,NV,public,0.07848901451575623,Demanding,0.07848901451575623,Demanding,0.2058251981732973,Demanding,
290166,University Baptist Academy,,private,,,,,,,
290167,New Horizons Academy,,private,,,,,,,
290168,Shiloh Christian School,,private,,,,,,,
290170,Virginia City High School,NV,public,0.39353001668599896,Demanding,0.39353001668599896,Demanding,0.3625293948024177,Demanding,
290171,Spring Valley Chrstn Academy,,private,,,,,,,
290175,Wells High School,NV,public,-0.3249902578250705,Average,-0.3249902578250705,Average,-0.384148894147715,Average,
290176,Sage Ridge School,,private,1.2965027912424831,Very Demanding,1.7433088328531676,Most Demanding,1.7433088328531676,Very Demanding,5.331370386488309
290177,NORTH VALLEYS HIGH SCHOOL,NV,public,-0.6894535566107728,Average,-0.5805354144183017,Average,-0.5511663524094012,Average,0.9464329089621444
290178,West Wendover High School,NV,public,-0.22530780474362405,Average,-0.22530780474362405,Average,-0.10442706851443401,Average,
290179,Sierra Vista HS,NV,public,-0.7865766810296337,Below Average,-0.8143914147814406,Below Average,-0.7768695459173101,Below Average,1.3140367713717558
290180,Albert M. Lowry High School,NV,public,-0.3042138055418232,Average,-0.3042138055418232,Average,-0.19333109881358607,Average,
290181,Countryside Christian Academy,,private,,,,,,,
290185,Yerington High School,NV,public,0.31308361583863137,Demanding,0.31308361583863137,Demanding,0.17303313542613696,Demanding,
290187,DAMONTE RANCH HIGH SCHOOL,NV,public,-0.187355472184787,Average,-0.3094951436463117,Average,-0.3556716078441834,Average,1.4439793309837612
290188,Odyssey Charter Schools 9-12 HS,NV,public,-0.13239781461836156,Average,-0.13239781461836156,Average,-0.01438001356779965,Average,
290190,George Whittell High School,NV,public,0.9243871598330654,Very Demanding,1.050243806179549,Very Demanding,0.8863919170116182,Very Demanding,2.6665284968513214
290191,Centennial HS,NV,public,-0.7283834463951803,Average,-0.7783748096777827,Below Average,-0.7612356121490008,Below Average,1.0804392808758352
290192,Desert Pines HS,NV,public,-1.1188969869581258,Below Average,-1.0236522827100774,Below Average,-0.9805293985778237,Below Average,0.5777637077719452
290194,Canyon Springs HS,NV,public,-1.0127616814179827,Below Average,-0.8419634154272722,Below Average,-0.8273739486345592,Below Average,0.6715687865390914
290195,La Madre Mountain School,,private,,,,,,,
290197,Liberty HS,NV,public,-0.43404261605499384,Average,-0.5025024688482687,Average,-0.4753505327815852,Average,2.05464560520981
290198,Del Sol Academy of Performing Arts HS,NV,public,-0.9243249516414571,Below Average,-0.9814730293638916,Below Average,-0.9398354344859774,Below Average,0.7299521095852929
290200,Palo Verde HS,NV,public,-0.3179160821408291,Average,-0.3785801347653491,Average,-0.3154806615504405,Average,1.8060424917331506
290202,Spring Valley HS,NV,public,-0.6834744186553136,Average,-0.6811273977207671,Average,-0.5707003161520253,Average,0.8252634828698125
290204,Arbor View HS,NV,public,-0.39317628843148383,Average,-0.4372245158407958,Average,-0.4103580659291846,Average,2.1911669078815583
290205,Liberty Baptist Academy,,private,,,,,,,
290206,New Hope Christian Academy,,private,,,,,,,
290207,Davidson Academy,NV,public,1.1902106115139732,Very Demanding,1.022549751308621,Very Demanding,0.9758781492366723,Very Demanding,3.947049390309602
290209,Shadow Ridge HS,NV,public,-0.7479293225933172,Below Average,-0.757851085782608,Below Average,-0.7371816482915365,Below Average,1.1401643448579244
290210,Sunrise Mountain HS,NV,public,-0.31948516659729465,Average,-0.31948516659729465,Average,-0.20604091296471722,Average,
290212,Word Of Life Christian Acad,,private,,,,,,,
290213,Southwest Career & Technical Academy HS,NV,public,-0.313551504894944,Average,-0.46630722441411726,Average,-0.5398655653310511,Average,1.4553855370764828
290215,Veterans Tribute CTA HS,NV,public,-0.25012999294834537,Average,-0.26697811310983377,Average,-0.31428975061958514,Average,1.6493055801886778
290216,Coral Academy Sandy Ridge,NV,public,0.4444264342848303,Demanding,0.7339598315019024,Very Demanding,0.6495764106125033,Demanding,3.7827740679831776
290219,Desert Oasis HS,NV,public,-0.6604858483190821,Average,-0.5887482247841491,Average,-0.5589949667963904,Average,1.6151046385899266
290220,Mojave HS,NV,public,-0.2783918798821005,Average,-0.2783918798821005,Average,-0.09723684907721121,Average,
290222,Calvary Chapel Grn Vlly Chrstn,,private,,,,,,,
290223,Legacy HS,NV,public,-1.005066102755329,Below Average,-0.9681334770986465,Below Average,-0.919871932496035,Below Average,0.7995317942919968
290225,Northwest Career-Technical Academy HS,NV,public,-0.320467872678476,Average,-0.3563256671277852,Average,-0.4158806140599557,Average,1.323843857563155
290229,Adelson School The,,private,0.6092944925897679,Very Demanding,0.7846967540018046,Very Demanding,0.7846967540018046,Very Demanding,3.9527532037658144
290231,American Heritage Academy,,private,,,,,,,
290238,Cristo Rey St Viator Las Vegas,,private,-0.6056295061711519,Average,-0.5763006904967545,Average,-0.5763006904967545,Average,1.2292146462137918
290240,Nevada Connections Academy,NV,public,-0.7710426897107402,Below Average,-0.8024600766496178,Below Average,-0.7627295680488255,Below Average,0.7094872416365979
290243,Nevada Virtual Charter School,NV,public,-0.5620485146804405,Average,-0.6372511779338712,Average,-0.5945603047722651,Below Average,0.6655074791106725
290244,West Career & Technical Academy HS,NV,public,0.1964297377691724,Demanding,0.25232883328259004,Demanding,0.19894206270992779,Demanding,2.9510075127270365
290247,ACADEMY OF ARTS CAREERS & TECH,NV,public,0.09357947507502382,Demanding,0.11591944697305867,Demanding,0.05632852732600663,Demanding,2.1058770715851924
290249,Coral Academy High School,NV,public,0.16481203855159854,Demanding,0.3104699657390287,Demanding,0.16942787057746939,Demanding,2.3389652345088154
290250,Alpine Academy High School,NV,public,-0.13745301947989097,Average,-0.13745301947989097,Average,-0.21340562327079304,Average,
290251,Silver Stage High School,NV,public,1.634675149358955,Most Demanding,1.634675149358955,Most Demanding,0.8094231351141251,Very Demanding,
290260,Academy For Career Education,NV,public,-0.16647209184224343,Average,-0.16647209184224343,Average,-0.13685994883950087,Average,
290270,SPANISH SPRINGS HIGH SCHOOL,NV,public,-0.5821772719190451,Average,-0.5503915900303092,Average,-0.5279944476130823,Average,1.1359987845144217
2913,Wood Tobe-Coburn School,,private,,,,,,,
2936,Univ Of Pittsburgh-Greensburg,,private,,,,,,,
300000,Fall Mountain Regional High School,NH,public,-0.5790545090183665,Average,-0.5790545090183665,Average,-0.5356301244299696,Average,
300012,Souhegan Coop High School,NH,public,0.3405136538872282,Demanding,0.12058076374551233,Demanding,0.08653675036579722,Demanding,1.5545256304667006
300013,The Summit School,,private,,,,,,,
300015,PROCTOR ACADEMY,NH,private,0.2008458301702197,Demanding,0.018387160845072525,Demanding,-0.012256482374671418,Average,1.2924634961557653
300024,2nd Nature Academy,,private,,,,,,,
300026,Our Lady Of Mercy Acad At Sjrs,,private,,,,,,,
300035,Belmont High School,NH,public,-0.38074704945202037,Average,-0.38074704945202037,Average,-0.27714918935687366,Average,
300040,Berlin Senior High School,NH,public,-0.0775255507474247,Demanding,-0.0775255507474247,Demanding,-0.03208756478067662,Average,
300041,Mount Zion Christian Schools,,private,,,,,,,
300044,Bedford High School,NH,public,0.23501346104219373,Demanding,-0.0032751237052448395,Demanding,0.03786161822244173,Demanding,2.0180111847231266
300056,Profile Senior High School,NH,public,-0.24109575075803721,Average,-0.24109575075803721,Average,-0.19042010384568855,Average,
300059,Bow High School,NH,public,0.2669068648149149,Demanding,0.17527820195156318,Demanding,0.09810109243618036,Demanding,2.199013053217277
300060,Newfound Regional High School,NH,public,0.06211646736831993,Demanding,-0.024060640221945213,Demanding,-0.04852556225025589,Average,1.4807359147300792
300061,Seacoast Learning Collabortive,,private,,,,,,,
300065,Jesse Remington High School,,private,,,,,,,
300067,Community School,,private,,,,,,,
300081,Claremont Adult High School,,private,,,,,,,
300086,Greater Claremont Christian SC,,private,,,,,,,
300090,Stevens High School,NH,public,-0.3726454252530291,Average,-0.5324686341644668,Average,-0.4529411183823029,Average,0.7545445523111254
300091,New England Classical Academy,,private,,,,,,,
300100,Colebrook Academy and Elementary School (H),NH,public,0.6377517105375263,Very Demanding,0.6377517105375263,Very Demanding,0.4376175639585292,Demanding,
300104,Concord Christian Academy,,private,,,,,,,
300105,BISHOP BRADY HIGH SCHOOL,NH,private,0.04932805548228542,Demanding,-0.07520105041186123,Demanding,-0.08712705138021844,Average,1.8255773530197368
300110,ST PAULS SCHOOL,NH,private,1.3823849820478107,Very Demanding,1.0142609553336066,Very Demanding,0.7844425532161559,Very Demanding,2.5437324225824924
300113,Trinity Christian School,,private,,,,,,,
300115,Concord High School,NH,public,0.19654510755381405,Demanding,0.07059810863318784,Demanding,0.056596806596475424,Demanding,1.5322623001796034
300118,Academy for Science and Design Charter (H),NH,public,0.44616312279383485,Demanding,0.18238412345970262,Demanding,0.26208550316622714,Demanding,1.8024065602990786
300120,Hopkinton High School,NH,public,0.4514438052155324,Demanding,0.3193830414002976,Demanding,0.31538951429321044,Demanding,2.2285734945272475
300121,Nfi North Contoocook School,,private,,,,,,,
300125,Kennett High School,NH,public,-0.2141129851983436,Average,-0.3412209444658518,Average,-0.27856376626150814,Average,1.5257696633144358
300129,Calvary Christian School,,private,,,,,,,
300130,Pinkerton Academy,NH,public,-0.07121155167411237,Demanding,-0.23739541244798806,Average,-0.195365498599259,Average,2.001215958131087
300135,Dover Senior High School,NH,public,-0.09217304834686148,Demanding,-0.3321666389632708,Average,-0.33208635597150227,Average,1.497124416857639
300143,ST THOMAS AQUINAS HIGH SCHOOL,NH,private,0.3653722880520786,Demanding,0.30355030193675786,Demanding,0.21587403049867684,Demanding,2.0696024308573073
300144,Dublin Christian Academy,,private,,,,,,,
300145,DUBLIN SCHOOL,NH,private,0.5003023452908121,Demanding,0.4665109006810643,Demanding,0.34624250949412205,Demanding,2.0123848577149563
300146,Marathon House,,private,,,,,,,
300150,Oyster River High School,NH,public,0.2976851030023303,Demanding,0.17055152480877198,Demanding,0.09287788664288281,Demanding,2.055240518663638
300155,Conant Middle High School (H),NH,public,-0.07301996417895866,Demanding,-0.09090472315078675,Demanding,-0.13836286178731105,Average,1.1504191917501128
300166,US Performance Academy,,private,,,,,,,
300175,Epping High School,NH,public,0.014512615845199974,Demanding,0.014512615845199974,Demanding,0.088311017754071,Demanding,
300180,Exeter High School,NH,public,0.44503799759471807,Demanding,0.23816962537830466,Demanding,0.234542879901159,Demanding,2.394615924202911
300185,PHILLIPS EXETER ACADEMY,NH,private,1.6130228898076866,Most Demanding,1.2591778631556965,Very Demanding,0.9803760794738278,Very Demanding,2.7354542286251373
300195,Farmington Senior High School,NH,public,-1.1195059777875798,Below Average,-1.1195059777875798,Below Average,-0.8687442989464413,Below Average,
300205,Franklin High School,NH,public,0.12667506914011267,Demanding,0.2113814158677395,Demanding,0.23767597920138903,Demanding,0.2266273523768682
300209,Sant Bani School,,private,,,,,,,
300210,Goffstown High School,NH,public,0.20466857823859777,Demanding,0.14723093234462156,Demanding,0.14007502699692106,Demanding,2.5911134356713608
300215,Rochester Learning Academy,,private,,,,,,,
300218,Berlin Gorham Christian Acad,,private,,,,,,,
300220,Gorham High School,NH,public,0.2817350101456984,Demanding,0.2817350101456984,Demanding,0.20181803854357672,Demanding,
300230,Crotched Mountain School,,private,,,,,,,
300235,Groveton High School,NH,public,-0.423813265803161,Average,-0.423813265803161,Average,-0.21715562057516657,Average,
300245,Winnacunnet High School,NH,public,0.20728802366819102,Demanding,0.11311181503601958,Demanding,0.11324185212114793,Demanding,1.8743025232319783
300250,Hanover High School,NH,public,0.5822878398062299,Very Demanding,0.28717292662133104,Demanding,0.2832289658731549,Demanding,1.444535814882252
300251,Oliverian School The,,private,,,,,,,
300265,Hillsboro-Deering High School,NH,public,0.061063972483946655,Demanding,-0.0026287301984729214,Demanding,0.01467681121675124,Demanding,1.5516916246621344
300270,Hinsdale High School,NH,public,-0.3327789140627149,Average,-0.3327789140627149,Average,-0.22893750603526689,Average,
300275,Hollis-Brookline High School,NH,public,0.5461972372863642,Very Demanding,0.4663740149995737,Demanding,0.39324754822797303,Demanding,2.70333598285895
300280,Alvirne High School,NH,public,-0.275763392857197,Average,-0.35808046266451116,Average,-0.31232749708785823,Average,1.7214737372417233
300281,Tabernacle Christian School,,private,,,,,,,
300292,Davenport School,,private,,,,,,,
300295,Keene High School,NH,public,-0.07284453855682282,Demanding,-0.2256002580759961,Average,-0.17516931567974187,Average,1.4553855370764828
300296,Monadnock Waldorf School,,private,,,,,,,
300300,Sanborn Regional High School,NH,public,-0.1917761313264773,Average,-0.2544222450462812,Average,-0.24592629352188616,Average,0.8635675090726487
300302,Laconia Christian Academy,,private,,,,,,,
300304,Gilford High School,NH,public,-0.3869891577804656,Average,-0.5798406729921055,Average,-0.5301492667375782,Average,1.249413525744081
300305,Laconia High School,NH,public,-0.07942207146185742,Demanding,-0.12915692561804445,Average,-0.08517508021600051,Average,1.3010244745203985
300307,Lakes Region Christian School,,private,,,,,,,
300325,Lebanon High School,NH,public,0.5009319953654037,Demanding,0.3351884742813969,Demanding,0.29656189273800226,Demanding,2.825493571896726
300330,Lin-Wood Public School (High),NH,public,0.48038790963319233,Demanding,0.48038790963319233,Demanding,0.36839695923437604,Demanding,
300335,Lisbon Regional School (High),NH,public,-1.2452186885270315,Below Average,-1.2452186885270315,Below Average,-0.6107114695136691,Below Average,
300337,Campbell High School,NH,public,0.09080943182140336,Demanding,0.09080943182140336,Demanding,0.08593187841520064,Demanding,
300340,Littleton High School,NH,public,-0.07729668878978246,Demanding,-0.07729668878978246,Demanding,0.07503606871436062,Demanding,
300345,WHITE MOUNTAIN SCHOOL,NH,private,,,,,-0.13483105525364725,Average,
300347,Londonderry Senior High School,NH,public,-0.19331472739755706,Average,-0.31373830520828866,Average,-0.3246292911261991,Average,1.4170514223466484
300349,Victory Baptist School,,private,,,,,,,
300350,Holy Family Academy,,private,,,,,,,
300355,Manchester Central High School,NH,public,0.13987322113807202,Demanding,-0.06643886393958616,Demanding,-0.07915867186849669,Average,1.5941744730498417
300358,Derryfield School The,,private,1.091250659762399,Very Demanding,1.0256503513731074,Very Demanding,1.0256503513731074,Very Demanding,3.1667142305505083
300360,Manchester West High School,NH,public,-0.581797860533432,Average,-0.5721736370148716,Average,-0.5488509520819533,Average,1.0303240313646818
300362,TRINITY HIGH SCHOOL,NH,private,0.5868608774756632,Very Demanding,0.6434784852802162,Very Demanding,0.4878165771734435,Demanding,2.1794596178426415
300366,Manchester Memorial High School,NH,public,-0.3130282032969447,Average,-0.4159673162411281,Average,-0.4081088028900031,Average,1.4235200011805638
300382,Easter Seals Jolicoeur School,,private,,,,,,,
300395,Inter-Lakes High School,NH,public,0.0933233635007563,Demanding,-0.15128780559849275,Average,-0.16124501129475416,Average,1.507825856231728
300400,KIMBALL UNION ACADEMY,NH,private,0.5230098735188539,Very Demanding,0.4554201783116991,Demanding,0.3373699315986298,Demanding,2.20816084039336
300402,Brentwood School,,private,,,,,,,
300405,Merrimack High School,NH,public,0.11953211643416327,Demanding,-0.06722297335984682,Demanding,-0.044699685189860075,Average,1.959222184681264
300408,Milford Christian Academy,,private,,,,,,,
300410,Milford High School,NH,public,0.5956436766411255,Very Demanding,0.5956436766411255,Very Demanding,0.5769477483279012,Demanding,
300415,Nute High School,NH,public,-0.884428721051353,Below Average,-0.884428721051353,Below Average,-0.6605283312807569,Below Average,
300416,Moultonborough Academy,NH,public,0.369105552632148,Demanding,0.26919376605977524,Demanding,0.2253757688512012,Demanding,1.6048132409625602
300418,Bishop Guertin High School,,private,0.3518066578558391,Demanding,0.2744886299378868,Demanding,0.2744886299378868,Demanding,2.511625073842339
300421,Christian Bible Church Academy,,private,,,,,,,
300422,Clearway Alternative High Sch,,private,,,,,,,
300429,Nashua Christian Academy HS,,private,,,,,,,
300430,Nashua High School North,NH,public,-0.04793990954331985,Demanding,-0.14154404247960056,Average,-0.11716872239553697,Average,2.023602289095469
300431,Nashua High School South,NH,public,0.32032961932530646,Demanding,0.3248739756805777,Demanding,0.3260425378522426,Demanding,3.3943098785574803
300440,NEW HAMPTON SCHOOL,NH,private,-0.3846296637942772,Average,-0.4700197351622444,Average,3.764399808447254,Most Demanding,0.8852495523083883
300448,Mascenic Regional High School,NH,public,-0.5816893147135038,Average,-0.5816893147135038,Average,-0.44102266809041313,Average,
300455,Newmarket Jr.-Sr. High School,NH,public,-0.033307492883706845,Demanding,-0.104208508215378,Demanding,-0.08746604011752343,Average,2.0409934749426353
300460,Newport Middle High School (High),NH,public,-0.23230695414568306,Average,-0.32438536926298867,Average,-0.2835744019176121,Average,0.6441805538297416
300462,Granite Hill School,,private,,,,,,,
300466,Kearsarge Regional High School,NH,public,0.053890716888456314,Demanding,0.053890716888456314,Demanding,-0.010655561976313418,Average,
300468,Monadnock Regional High School,NH,public,-0.3844281315607309,Average,-0.3878473097213008,Average,-0.3242273296372231,Average,1.3043677549701933
300470,Coe-Brown Northwood Academy,NH,public,0.14737626326537295,Demanding,-0.015014747788080984,Demanding,-0.01685132699757924,Average,2.4789912633563307
300478,Boynton School,,private,,,,,,,
300480,Rivendell Academy,NH,public,-0.32587207930497175,Average,-0.32587207930497175,Average,-0.3284483083255409,Average,
300482,Pelham High School,NH,public,0.9237691070477836,Very Demanding,0.9237691070477836,Very Demanding,0.8727087671485003,Very Demanding,
300485,Merrimack Valley High School,NH,public,-0.43819978596211334,Average,-0.5998094644059109,Average,-0.5606581974023425,Average,1.0771440193740351
300490,Conval Regional High School,NH,public,0.586180209660233,Very Demanding,0.45466066829799956,Demanding,0.4425407543076796,Demanding,2.3046504899169324
300500,Pittsburg School (High),NH,public,-0.059292564261813105,Demanding,-0.059292564261813105,Demanding,0.014721970228923196,Demanding,
300505,Pittsfield High School,NH,public,-0.11192268628341988,Demanding,-0.11192268628341988,Demanding,-0.02473080647890258,Average,
300508,Timberlane Regional High School,NH,public,-0.1287695406270596,Average,-0.18202624341229945,Average,-0.1540243996389032,Average,1.9570432164957379
300509,Calvary Christian School,,private,,,,,,,
300510,Plymouth Regional High School,NH,public,0.2677098594874747,Demanding,0.05852162102064801,Demanding,0.09597321802611877,Demanding,2.1807540222007984
300515,Holderness School,,private,0.8360808488196306,Very Demanding,1.0290506573008589,Very Demanding,1.0290506573008589,Very Demanding,3.1182221916165425
300520,Portsmouth High School,NH,public,0.2896974213815464,Demanding,0.03909647525070915,Demanding,-0.0008330200391125364,Demanding,1.5108533152602686
300521,Portsmouth Christian Academy,,private,0.29619361320410476,Demanding,0.08689864233994395,Demanding,0.08689864233994395,Demanding,1.7568003064043944
300525,Raymond High School,NH,public,-0.5215446235618811,Average,-0.5215446235618811,Average,-0.39934184765677466,Average,
300529,Immaculate Heart Mary,,private,,,,,,,
300530,Calcampus High School,,private,,,,,,,
300532,The Meeting School,,private,,,,,,,
300540,Spaulding High School,NH,public,-0.14509461463396658,Average,-0.41705281089571977,Average,-0.3773929572282998,Average,1.318363292456727
300548,Learning Skills Academy,,private,,,,,,,
300550,Salem High School,NH,public,0.0757136063646125,Demanding,-0.06586749822827852,Demanding,-0.09273160357820194,Average,1.9013929242154555
300555,Somersworth High School,NH,public,-1.0260605733662689,Below Average,-1.0260605733662689,Below Average,-0.8680270179714222,Below Average,
300556,Southeastern NH Christian Acad,,private,,,,,,,
300558,Tri-City Christian Academy,,private,,,,,,,
300559,Cornerstone Christian Academy,,private,,,,,,,
300560,Sunapee Sr. High School,NH,public,0.681425347579162,Very Demanding,0.5070729785309455,Demanding,0.48239174145354036,Demanding,2.503410498548385
300561,Mount Royal Academy,,private,,,,,,,
300565,Pembroke Academy,NH,public,-0.1802483273835221,Average,-0.3779932396987781,Average,-0.35589090879890434,Average,1.059710196458775
300575,Winnisquam Regional High School,NH,public,-0.18819763684536175,Average,-0.3347868230960881,Average,-0.31771640142549706,Average,0.6863192237066517
300580,TILTON SCHOOL,NH,private,-0.02634869615308604,Demanding,0.10821689103140238,Demanding,0.05960730177439244,Demanding,1.3411309081167762
300585,Twin Mountain Christian Acad,,private,,,,,,,
300605,John Stark Regional High School,NH,public,0.21744379462284888,Demanding,0.15199970798450027,Demanding,0.12018634169598241,Demanding,1.560159617144186
300607,Weare Christian School,,private,,,,,,,
300608,Mascoma Valley Regional High School,NH,public,-0.03907143039821123,Demanding,-0.11740938873746322,Demanding,-0.09870298265278711,Average,1.141062448964612
300609,New Life Christian Academy,,private,,,,,,,
300611,Community Christian School,,private,,,,,,,
300615,White Mountains Regional High School,NH,public,0.0993468219412319,Demanding,0.0993468219412319,Demanding,0.19580204471588702,Demanding,
300620,High Mowing School,,private,-0.2902160022217415,Average,-0.2902160022217415,Average,-0.2902160022217415,Average,
300625,Wilton-Lyndeboro Senior High School,NH,public,0.02888148264388217,Demanding,0.02888148264388217,Demanding,0.08790788192160864,Demanding,
300633,Wediko School,,private,,,,,,,
300634,Windham High School,NH,public,0.20044845371803888,Demanding,0.17240813733622112,Demanding,0.1573385607989513,Demanding,2.5546290255197412
300635,Brewster Academy,,private,0.2659625838831771,Demanding,0.24426782316470824,Demanding,0.24426782316470824,Demanding,1.7377791283173094
300636,Kingswood Regional High School,NH,public,-0.4967527570682291,Average,-0.4967527570682291,Average,-0.39010567468536794,Average,
300640,Woodsville High School,NH,public,-0.009103036652502053,Demanding,-0.09712044824587428,Demanding,-0.09791079376868352,Average,0.630366485237842
3078,Bay Path College,,private,,,,,,,
310000,Allentown High School,NJ,public,0.30405407237862264,Demanding,0.22064118692358725,Demanding,0.2336614566992582,Demanding,2.7197860086371586
310001,Northern Highlands Regional High School,NJ,public,1.0329616295265467,Very Demanding,1.0005875732671665,Very Demanding,0.9287600051812934,Very Demanding,3.662671193209774
310002,Talmudical Academy New Jersey,,private,,,,,,,
310003,Deptford Township High School,NJ,public,-0.02080712258405832,Demanding,-0.13998089427906443,Average,-0.13806696047479325,Average,1.661454156574576
310004,Lakeland-Andover School,,private,,,,,,,
310005,North Hunterdon High School,NJ,public,0.6783645685795752,Very Demanding,0.6865160955149138,Very Demanding,0.633211685763254,Demanding,3.085756864016296
310008,Baxter Christian School,,private,,,,,,,
310010,Asbury Park High School,NJ,public,-0.3186834132606653,Average,-0.3186834132606653,Average,-0.34186448837883954,Average,
310011,Archway School,,private,,,,,,,
310012,Winslow Township High School,NJ,public,-0.4331273147911006,Average,-0.34017709941087365,Average,-0.301309368195177,Average,1.4415345410860538
310014,Winston Preparatory School,,private,,,,,,,
310019,Hamilton Hall Academy,,private,,,,,,,
310021,American College Bridge Prgrm,,private,,,,,,,
310023,Primoris Academy,,private,3.3174733303223825,Most Demanding,3.621438836620149,Most Demanding,3.621438836620149,Most Demanding,5.375712717818541
310025,Holy Spirit High School,,private,,,,,,,
310026,Scholars And Leaders Academy,,private,,,,,,,
310027,Bradley Academy,,private,,,,,,,
310030,Atlantic City High School,NJ,public,-0.2384622517770642,Average,-0.09170802413181875,Demanding,-0.08579357452778133,Average,1.6693816851590377
310034,Lake Nelson Adventist Academy,,private,-0.07573134806095244,Demanding,0.247068170845708,Demanding,0.247068170845708,Demanding,0.3022418409855117
310044,Sage Day School Of Princeton,,private,,,,,,,
310045,Audubon Junior/Senior High School,NJ,public,-0.3893284911219455,Average,-0.4493722640112896,Average,-0.3625832116355999,Average,1.2192179761172572
310047,Mesivta Of Clifton,,private,,,,,,,
310048,Lord Stirling School,,private,,,,,,,
310049,Idea School,,private,,,,,,,
310050,Ridge High School,NJ,public,1.271383499691848,Very Demanding,1.3471926157768288,Very Demanding,1.3201395917312175,Very Demanding,5.144285123310205
310056,Messiah Christian HS,,private,,,,,,,
310059,Pillars Prep Academy,,private,,,,,,,
310060,Bayonne High School,NJ,public,-0.36496211905376325,Average,-0.3414024600374951,Average,-0.2970748370513656,Average,1.4552461146868947
310061,Academy Of Greatness And Excln,,private,,,,,,,
310062,Barnegat High School,NJ,public,-0.4521373757741504,Average,-0.4960107119270268,Average,-0.4321508652036649,Average,1.607743185224642
310063,Yeshiva Gedolah Of Carteret,,private,,,,,,,
310064,Naaleh High School For Girls,,private,,,,,,,
310065,Holy Family Academy,,private,,,,,,,
310069,Aim Academy,,private,,,,,,,
310070,Marist High School,,private,,,,,,,
310071,Yeshiva Gedolah Of Bayonne,,private,,,,,,,
310072,Central Regional High School,NJ,public,-0.3471407576999438,Average,-0.299897779674288,Average,-0.2817117819821571,Average,1.3868062675232524
310073,Hillsborough High School,NJ,public,0.9669814028409649,Very Demanding,1.010213101456194,Very Demanding,0.9385624553064194,Very Demanding,4.122019283610378
310074,East Mountain School,,private,,,,,,,
310075,Belleville High School,NJ,public,-0.6343933293353732,Average,-0.5607997089658997,Average,-0.4722461262956677,Average,0.968032225213684
310077,Academy Charter High School,NJ,public,0.5306449235219087,Very Demanding,0.5306449235219087,Very Demanding,0.5611391287675938,Demanding,
310078,Mesivta Keser Torah High Sch,,private,,,,,,,
310079,Bais Kaila High School,,private,,,,,,,
310080,Saint Rose High School,,private,0.19918406378223696,Demanding,0.24977350442655402,Demanding,0.24977350442655402,Demanding,1.5680879417752385
310081,German School Of Union County,,private,,,,,,,
310082,Wall High School,NJ,public,0.0385324225639944,Demanding,-0.08480899075183526,Demanding,-0.0634751705004715,Average,2.2590736516266436
310085,Belvidere High School,NJ,public,0.2470387735675305,Demanding,0.16516691986430593,Demanding,0.02671978829378263,Demanding,1.5048129214736576
310090,Bergenfield High School,NJ,public,0.1537953131300029,Demanding,0.2581228571472527,Demanding,0.18026700745434243,Demanding,2.253926721803462
310093,Governor Livingston High School,NJ,public,1.0804009365373655,Very Demanding,1.2574136670983664,Very Demanding,1.0926202560539413,Very Demanding,4.377096785134116
