rpopall_24,state,distid,name,stabrev,saepov5_17rv_24,rpop5_17v_24
9212,42,22800,Steelton-Highspire School District,PA,554,1761
12161,42,22830,Sto-Rox School District,PA,717,2022
34658,42,22860,Stroudsburg Area School District,PA,761,4928
5927,42,22920,Sullivan County School District,PA,57,425
4783,42,22980,Susquehanna Community School District,PA,148,705
27355,42,23010,Susquehanna Township School District,PA,588,4164
14583,42,23040,Susquenita School District,PA,186,2010
16451,42,23220,Tamaqua Area School District,PA,448,2613
12992,42,23490,Titusville Area School District,PA,612,2250
10246,42,23550,Towanda Area School District,PA,181,1633
45025,42,23640,Tredyffrin-Easttown School District,PA,240,8228
6502,42,23700,Tri-Valley School District,PA,81,1029
26452,42,23760,Trinity Area School District,PA,430,3687
10375,42,23790,Troy Area School District,PA,200,1734
13178,42,23820,Tulpehocken Area School District,PA,208,2344
17424,42,23850,Tunkhannock Area School District,PA,313,2398
2542,42,23880,Turkeyfoot Valley Area School District,PA,70,328
18340,42,22740,Tuscarora School District,PA,292,3106
6553,42,23970,Tussey Mountain School District,PA,130,938
26534,42,24000,Twin Valley School District,PA,400,4457
12843,42,24030,Tyrone Area School District,PA,278,2030
5207,42,24060,Union Area School District,PA,153,756
6237,42,24090,Union City Area School District,PA,199,1004
4118,42,24120,Union School District,PA,116,615
21633,42,24150,Uniontown Area School District,PA,635,3165
25494,42,24210,Unionville-Chadds Ford School District,PA,115,4498
7254,42,24240,United School District,PA,147,1087
11414,42,24300,Upper Adams School District,PA,175,1827
95065,42,24320,Upper Darby School District,PA,3426,15768
9674,42,24360,Upper Dauphin Area School District,PA,279,1755
27388,42,24390,Upper Dublin School District,PA,128,4963
41181,42,24480,Upper Merion Area School District,PA,419,5369
26806,42,24510,Upper Moreland Township School District,PA,281,3996
25523,42,24540,Upper Perkiomen School District,PA,257,4246
20843,42,24570,Upper St. Clair School District,PA,107,4357
5973,42,24630,Valley Grove School District,PA,137,833
18556,42,24650,Valley View School District,PA,356,2809
26409,42,24750,Wallenpaupack Area School District,PA,353,3027
23186,42,24790,Wallingford-Swarthmore School District,PA,156,4178
34650,42,24820,Warren County School District,PA,696,5091
15786,42,24870,Warrior Run School District,PA,220,2045
32992,42,24960,Warwick School District,PA,311,5147
15107,42,24990,Washington School District,PA,557,1805
9761,42,25080,Wattsburg Area School District,PA,145,1534
20492,42,24970,Wayne Highlands School District,PA,464,2759
33895,42,25110,Waynesboro Area School District,PA,570,5245
5053,42,25140,Weatherly Area School District,PA,87,696
11984,42,25170,Wellsboro Area School District,PA,228,1802
23654,42,25200,West Allegheny School District,PA,265,3629
7315,42,25230,West Branch Area School District,PA,140,991
116568,42,25290,West Chester Area School District,PA,598,16105
4030,42,25440,West Greene School District,PA,131,694
21011,42,25590,West Jefferson Hills School District,PA,204,3382
6656,42,25650,West Middlesex Area School District,PA,107,1025
20456,42,25680,West Mifflin Area School District,PA,542,2743
19468,42,25740,West Perry School District,PA,349,3231
68849,42,25830,West Shore School District,PA,921,9613
25088,42,25980,West York Area School District,PA,537,3677
5174,42,26040,Western Beaver County School District,PA,70,751
18463,42,26070,Western Wayne School District,PA,250,2013
11867,42,26130,Westmont Hilltop School District,PA,244,1788
33485,42,26250,Whitehall-Coplay School District,PA,705,5091
63897,42,26300,Wilkes-Barre Area School District,PA,2461,9215
14134,42,26370,Wilkinsburg Borough School District,PA,475,1569
43913,42,26390,William Penn School District,PA,1593,7282
7445,42,26400,Williams Valley School District,PA,189,1187
3369,42,26430,Williamsburg Community School District,PA,56,589
39375,42,26460,Williamsport Area School District,PA,1397,5542
10657,42,26520,Wilmington Area School District,PA,243,1702
16978,42,26550,Wilson Area School District,PA,296,2402
42275,42,26580,Wilson School District,PA,621,6856
8250,42,26610,Windber Area School District,PA,221,1243
40252,42,2400,Wissahickon School District,PA,323,6638
44370,42,16500,Woodland Hills School District,PA,1408,5801
8547,42,26700,Wyalusing Area School District,PA,140,1410
18894,42,26730,Wyoming Area School District,PA,379,2705
42561,42,25950,Wyoming Valley West School District,PA,1437,6456
13645,42,26760,Wyomissing Area School District,PA,208,2158
46253,42,26820,York City School District,PA,2970,8402
24129,42,26850,York Suburban School District,PA,373,3713
15101,42,21150,Yough School District,PA,322,2023
16934,44,30,Barrington School District,RI,118,3508
33211,44,65,Bristol-Warren Regional School District,RI,232,3243
16529,44,90,Burrillville School District,RI,228,2561
23102,44,120,Central Falls School District,RI,1184,4517
24508,44,150,Chariho Regional School District,RI,207,3045
36125,44,210,Coventry School District,RI,360,4960
84838,44,240,Cranston School District,RI,1434,12073
37241,44,270,Cumberland School District,RI,328,5852
14487,44,300,East Greenwich School District,RI,82,2741
48221,44,330,East Providence School District,RI,701,5786
13093,44,360,Exeter-West Greenwich Regional School District,RI,99,1792
4571,44,390,Foster Elementary School District,RI,24,250
14775,44,420,Foster-Glocester Regional School District,RI,82,1297
10203,44,450,Glocester Elementary School District,RI,44,607
5418,44,510,Jamestown School District,RI,19,616
30247,44,540,Johnston School District,RI,479,3920
23046,44,570,Lincoln School District,RI,315,3718
3524,44,600,Little Compton School District,RI,21,402
16641,44,630,Middletown School District,RI,159,2238
14587,44,660,Narragansett School District,RI,77,1164
1415,44,690,New Shoreham School District,RI,4,133
24524,44,720,Newport School District,RI,355,2127
27838,44,750,North Kingstown School District,RI,238,3899
34897,44,780,North Providence School District,RI,533,4367
12877,44,810,North Smithfield School District,RI,110,1830
77340,44,840,Pawtucket School District,RI,2249,11643
17417,44,870,Portsmouth School District,RI,100,2385
195318,44,900,Providence School District,RI,7672,29296
10622,44,960,Scituate School District,RI,89,1569
22626,44,990,Smithfield School District,RI,145,2751
32052,44,1020,South Kingstown School District,RI,193,3070
15944,44,1050,Tiverton School District,RI,106,1812
83838,44,1110,Warwick School District,RI,806,10051
31392,44,1140,West Warwick School District,RI,537,3831
23448,44,1170,Westerly School District,RI,235,2558
44233,44,1200,Woonsocket School District,RI,1747,6579
23624,45,690,Abbeville County School District,SC,689,3468
181712,45,720,Aiken County School District,SC,6318,28211
7551,45,750,Allendale County School District,SC,419,962
62109,45,780,Anderson School District 1,SC,1313,11781
24612,45,810,Anderson School District 2,SC,722,4053
15646,45,840,Anderson School District 3,SC,537,2608
24710,45,870,Anderson School District 4,SC,507,3485
90348,45,900,Anderson School District 5,SC,2778,14405
12870,45,3916,Bamberg County School District,SC,512,1707
20495,45,99501,Barnwell County School District,SC,1022,3524
201775,45,1110,Beaufort County School District,SC,3013,24845
264276,45,1170,Berkeley County School District,SC,5358,44869
14249,45,1250,Calhoun County School District,SC,407,1969
431001,45,1440,Charleston County School District,SC,8037,58345
55554,45,1500,Cherokee County School District,SC,1889,9260
32323,45,1530,Chester County School District,SC,1034,5278
44488,45,1560,Chesterfield County School District,SC,1815,7299
31030,45,3915,Clarendon County School District,SC,950,4003
39259,45,1830,Colleton County School District,SC,1749,6672
62425,45,1860,Darlington County School District,SC,2699,10189
6796,45,1950,Dillon School District 3,SC,308,1273
20781,45,1920,Dillon School District 4,SC,1226,3814
157082,45,2010,Dorchester School District 2,SC,3189,28618
17581,45,2,Dorchester School District 4,SC,396,2335
29455,45,2070,Edgefield County School District,SC,671,3572
20369,45,2100,Fairfield County School District,SC,662,2705
106970,45,2130,Florence School District 1,SC,3396,18252
6432,45,2160,Florence School District 2,SC,202,1070
19123,45,2190,Florence School District 3,SC,916,3543
5524,45,2250,Florence School District 5,SC,239,1161
66035,45,2280,Georgetown County School District,SC,2264,8210
590640,45,2310,Greenville County School District,SC,11866,98736
58963,45,2340,Greenwood School District 50,SC,2057,9602
6684,45,2370,Greenwood School District 51,SC,265,1104
7721,45,2400,Greenwood School District 52,SC,241,1297
18172,45,3912,Hampton County School District,SC,761,2732
413391,45,2490,Horry County School District,SC,10942,50713
35618,45,2520,Jasper County School District,SC,1185,4218
71698,45,2550,Kershaw County School District,SC,1950,12450
111652,45,2580,Lancaster County School District,SC,2225,17404
39731,45,2610,Laurens School District 55,SC,1679,6333
20658,45,2640,Laurens School District 56,SC,989,3155
15958,45,2670,Lee County School District,SC,722,2299
156766,45,2700,Lexington School District 1,SC,3174,30043
69533,45,2730,Lexington School District 2,SC,2052,9669
14142,45,2760,Lexington School District 3,SC,417,2169
19233,45,2790,Lexington School District 4,SC,832,3359
108896,45,2820,Lexington School District 5,SC,1987,19033
28368,45,3908,Marion School District 10,SC,1948,4586
25498,45,2970,Marlboro County School District,SC,1194,3718
9983,45,3000,McCormick County School District,SC,208,719
39203,45,3030,Newberry County School District,SC,1643,6138
82475,45,3060,Oconee County School District,SC,3704,11708
83129,45,3910,Orangeburg County School District,SC,3482,13204
138207,45,3330,Pickens County School District,SC,2671,18838
210112,45,3360,Richland School District 1,SC,6450,26674
167782,45,3390,Richland School District 2,SC,4668,31184
14946,45,3460,Saluda County School District,SC,511,2444
39352,45,3480,Spartanburg School District 1,SC,1022,6611
79371,45,3510,Spartanburg School District 2,SC,2086,14146
18123,45,3540,Spartanburg School District 3,SC,509,2963
21035,45,3570,Spartanburg School District 4,SC,501,3315
63818,45,3600,Spartanburg School District 5,SC,1385,12060
76547,45,3630,Spartanburg School District 6,SC,2192,13170
60901,45,3660,Spartanburg School District 7,SC,1933,9189
104776,45,3902,Sumter County Consolidated School District,SC,3862,17712
26678,45,3750,Union County School District,SC,1025,4171
29865,45,3780,Williamsburg County School District,SC,1263,4214
35701,45,3810,York School District 1,SC,844,5989
49311,45,3840,York School District 2,SC,641,8895
130213,45,3870,York School District 3,SC,2691,20196
87776,45,3900,York School District 4,SC,836,18703
32266,46,2070,Aberdeen School District 06-1,SD,489,5575
2000,46,42,Agar-Blunt-Onida School District 58-3,SD,19,337
2512,46,28,Alcester-Hudson School District 61-1,SD,19,423
2106,46,39540,Andes Central School District 11-1,SD,129,486
1960,46,3720,Arlington School District 38-1,SD,21,319
1053,46,3780,Armour School District 21-1,SD,13,208
1183,46,4270,Avon School District 04-1,SD,32,225
2340,46,4680,Baltic School District 49-1,SD,16,520
8725,46,5610,Belle Fourche School District 09-1,SD,203,1587
3289,46,6240,Bennett County School District 03-1,SD,257,741
3785,46,6360,Beresford School District 61-2,SD,37,709
698,46,6960,Big Stone City School District 25-1,SD,10,68
904,46,7050,Bison School District 52-1,SD,34,180
4793,46,7400,Bon Homme School District 04-2,SD,71,593
744,46,7800,Bowdle School District 22-1,SD,16,117
23824,46,7950,Brandon Valley School District 49-2,SD,162,5486
1855,46,21420,Bridgewater-Emery School District 30-3,SD,47,376
2952,46,41,Britton-Hecla School District 45-4,SD,48,463
28921,46,8520,Brookings School District 05-1,SD,255,4087
1211,46,9512,Burke School District 26-2,SD,33,208
1284,46,10320,Canistota School District 43-1,SD,22,268
6507,46,10560,Canton School District 41-1,SD,54,1366
1599,46,11280,Castlewood School District 28-1,SD,29,343
1677,46,11760,Centerville School District 60-1,SD,26,300
5970,46,12000,Chamberlain School District 07-1,SD,300,1235
1828,46,12300,Chester School District 39-1,SD,16,326
2613,46,12940,Clark School District 12-2,SD,42,477
1721,46,14100,Colman-Egan School District 50-5,SD,32,347
851,46,14130,Colome School District 59-3,SD,51,158
1999,46,80445,Corsica-Stickney School District 21-3,SD,51,374
9095,46,16950,Custer School District 16-1,SD,90,948
8631,46,36990,Dakota Valley School District 61-8,SD,64,1484
1798,46,17850,De Smet School District 38-2,SD,31,337
6286,46,18120,Dell Rapids School District 49-3,SD,30,1296
2101,46,78300,Deubrook School District 05-6,SD,24,432
3431,46,36,Deuel School District 19-4,SD,27,594
936,46,19170,Doland School District 56-2,SD,19,164
16198,46,19410,Douglas School District 51-1,SD,278,3100
1683,46,19450,Dupree School District 64-2,SD,133,242
4659,46,20100,Eagle Butte School District 20-1,SD,443,1264
1136,46,20850,Edgemont School District 23-1,SD,24,143
898,46,34440,Edmunds Central School District 22-5,SD,21,150
321,46,21300,Elk Mountain School District 16-2,SD,16,28
4537,46,21340,Elk Point-Jefferson School District 61-7,SD,24,849
1600,46,21390,Elkton School District 05-3,SD,29,332
1631,46,22410,Estelline School District 28-2,SD,39,286
852,46,22500,Ethan School District 17-1,SD,10,188
1198,46,22560,Eureka School District 44-1,SD,23,169
794,46,22940,Faith School District 46-2,SD,20,157
1854,46,24030,Faulkton School District 24-4,SD,46,330
3834,46,24390,Flandreau School District 50-3,SD,70,720
835,46,24540,Florence School District 14-1,SD,12,174
862,46,21400,Frederick Area School District 06-2,SD,19,162
2497,46,25500,Freeman School District 33-1,SD,68,458
2823,46,26370,Garretson School District 49-4,SD,14,626
1009,46,26490,Gayville-Volin School District 63-1,SD,7,192
1288,46,26970,Gettysburg School District 53-1,SD,18,252
2186,46,29880,Gregory School District 26-4,SD,64,385
3389,46,45,Groton Area School District 06-6,SD,39,663
1608,46,30490,Haakon School District 27-1,SD,28,282
3762,46,30800,Hamlin School District 28-3,SD,61,935
1869,46,2640,Hanson School District 30-1,SD,34,381
1325,46,9300,Harding County School District 31-1,SD,29,219
37125,46,31350,Harrisburg School District 41-2,SD,209,6859
521,46,32340,Henry School District 14-2,SD,25,113
640,46,32430,Herreid School District 10-1,SD,13,103
1627,46,80440,Highmore-Harrold School District 34-2,SD,55,324
3406,46,33360,Hill City School District 51-2,SD,29,451
1434,46,46,Hitchcock-Tulare School District 56-6,SD,28,269
6188,46,34480,Hot Springs School District 23-2,SD,105,744
1249,46,34600,Hoven School District 53-2,SD,24,185
2276,46,25,Howard School District 48-3,SD,43,380
16931,46,35480,Huron School District 02-2,SD,505,3469
2501,46,36060,Ipswich School District 22-6,SD,50,399
2053,46,80439,Irene-Wakonda School District 13-3,SD,24,334
1251,46,36150,Iroquois School District 02-3,SD,26,258
886,46,19580,Jones County School District 37-3,SD,32,148
2974,46,80437,Kadoka School District 35-2,SD,295,728
1384,46,38220,Kimball School District 07-2,SD,49,220
1142,46,39990,Lake Preston School District 38-3,SD,31,208
1475,46,40860,Langford School District 45-5,SD,38,264
7033,46,41300,Lead-Deadwood School District 40-1,SD,107,762
1962,46,41520,Lemmon School District 52-4,SD,57,297
6955,46,41550,Lennox School District 41-4,SD,42,1349
1174,46,41640,Leola School District 44-2,SD,43,228
3013,46,44770,Lyman School District 42-1,SD,171,604
8454,46,39600,Madison Central School District 39-2,SD,101,1233
1697,46,45450,Marion School District 60-3,SD,23,289
2393,46,1026,McCook Central School District 43-7,SD,44,510
663,46,46260,McIntosh School District 15-1,SD,65,133
2332,46,46380,McLaughlin School District 15-2,SD,325,602
20581,46,69930,Meade School District 46-1,SD,224,3019
1618,46,47100,Menno School District 33-2,SD,33,286
6778,46,2,Milbank School District 25-4,SD,100,1127
2811,46,47942,Miller Area School District 29-4,SD,27,494
18802,46,48390,Mitchell School District 17-2,SD,311,3149
4118,46,80441,Mobridge-Pollock School District 62-6,SD,129,707
1008,46,48780,Montrose School District 43-2,SD,6,214
923,46,49650,Mount Vernon School District 17-3,SD,10,179
1238,46,50670,New Underwood School District 51-3,SD,10,216
2257,46,50850,Newell School District 09-2,SD,46,394
1617,46,51750,Northwestern Area School District 56-7,SD,58,265
404,46,52770,Oelrichs School District 23-3,SD,10,66
13360,46,65460,Oglala Lakota County School District 65-1,SD,1279,3529
1429,46,80447,Oldham-Ramona-Rutland 39-6,SD,19,265
2380,46,54270,Parker School District 60-4,SD,28,473
2992,46,54300,Parkston School District 33-3,SD,55,642
16565,46,55260,Pierre School District 32-2,SD,223,2923
1315,46,55710,Plankinton School District 01-1,SD,26,238
3280,46,80438,Platte-Geddes School District 11-5,SD,94,686
105185,46,59820,Rapid City School District 51-4,SD,1725,16395
3196,46,60450,Redfield School District 56-4,SD,82,517
867,46,63360,Rosholt School District 54-4,SD,46,170
1251,46,3932,Sanborn Central School District 55-5,SD,20,257
1737,46,65180,Scotland School District 04-3,SD,30,301
1567,46,1028,Selby School District 62-5,SD,23,222
173303,46,66270,Sioux Falls School District 49-5,SD,2462,29745
3914,46,66300,Sioux Valley School District 05-5,SD,32,723
7984,46,53,Sisseton School District 54-2,SD,292,1817
482,46,75600,Smee School District 15-3,SD,70,132
838,46,7670,South Central School District 26-5,SD,24,175
19362,46,66930,Spearfish School District 40-2,SD,176,2381
3015,46,24850,Stanley County School District 57-1,SD,33,491
651,46,70140,Summit School District 54-6,SD,36,145
10178,46,52,Tea Area School District 41-5,SD,81,2292
1427,46,71880,Timber Lake School District 20-3,SD,64,336
9172,46,72090,Todd County School District 66-1,SD,1036,2788
6323,46,44940,Tri-Valley School District 49-6,SD,66,1273
1356,46,72450,Tripp-Delmont School District 33-5,SD,40,270
13611,46,74370,Vermillion School District 13-1,SD,220,1720
2447,46,74520,Viborg Hurley School District 60-6,SD,44,442
4039,46,75420,Wagner School District 11-4,SD,257,906
1570,46,75660,Wall School District 51-5,SD,13,283
1042,46,76020,Warner School District 06-5,SD,5,240
27112,46,76620,Watertown School District 14-4,SD,296,4490
1097,46,76680,Waubay School District 18-3,SD,54,230
1017,46,76740,Waverly School District 14-5,SD,13,199
3533,46,76990,Webster School District 18-5,SD,111,591
1572,46,77460,Wessington Springs School District 36-2,SD,42,263
7387,46,31710,West Central School District 49-7,SD,59,1684
708,46,78510,White Lake School District 01-3,SD,9,118
1811,46,78570,White River School District 47-1,SD,121,420
1336,46,79350,Willow Lake School District 12-3,SD,29,329
1540,46,3,Wilmot School District 54-7,SD,44,248
4814,46,79710,Winner School District 59-2,SD,164,784
1391,46,80100,Wolsey-Wessington School District 02-6,SD,16,324
1224,46,80190,Woonsocket School District 55-4,SD,43,206
21299,46,80430,Yankton School District 63-3,SD,284,3276
4117,47,30,Alamo City School District,TN,78,387
11565,47,60,Alcoa City School District,TN,213,1905
52138,47,90,Anderson County School District,TN,1102,7257
28168,47,152,Arlington Community School District,TN,232,4622
15003,47,120,Athens City Schools,TN,331,1547
56578,47,153,Bartlett City School District,TN,1134,10683
54228,47,180,Bedford County School District,TN,2166,9971
3724,47,210,Bells City School District,TN,43,324
16173,47,240,Benton County School District,TN,552,2434
15591,47,270,Bledsoe County School District,TN,362,1704
97090,47,300,Blount County School District,TN,1284,13217
3363,47,1390,Bradford Special School District,TN,78,577
63147,47,330,Bradley County School District,TN,1286,10529
27702,47,360,Bristol City School District,TN,890,3925
40238,47,420,Campbell County School District,TN,1580,6050
15142,47,450,Cannon County School District,TN,444,2383
42593,47,510,Carter County School District,TN,1084,5512
42604,47,570,Cheatham County School District,TN,660,6650
17876,47,600,Chester County School District,TN,449,2875
33070,47,630,Claiborne County School District,TN,906,4615
237874,47,3030,Clarksville-Montgomery County School System,TN,6325,44657
7857,47,660,Clay County School District,TN,334,1166
50635,47,690,Cleveland City School District,TN,1230,7782
10620,47,720,Clinton City School District,TN,140,829
37596,47,750,Cocke County School District,TN,1334,4853
41326,47,780,Coffee County School District,TN,1146,5570
50233,47,149,Collierville School District,TN,650,10859
13972,47,850,Crockett County School District,TN,275,1677
65618,47,900,Cumberland County School District,TN,1656,8174
7482,47,930,Dayton City Elementary School District,TN,155,813
21747,47,990,DeKalb County School District,TN,597,3340
11800,47,960,Decatur County School District,TN,335,1782
57641,47,1020,Dickson County School District,TN,1133,9343
20438,47,1050,Dyer County School District,TN,529,3596
15965,47,1080,Dyersburg City School District,TN,711,2814
14841,47,1110,Elizabethton City School District,TN,425,1879
3838,47,1140,Etowah City School District,TN,91,429
44476,47,1170,Fayette County School District,TN,766,5673
7355,47,1200,Fayetteville City School District,TN,280,1127
20129,47,1230,Fentress County School District,TN,732,3075
8151,47,78,Fort Campbell Schools,TN,83,1704
43569,47,1290,Franklin County School District,TN,929,6157
44357,47,1260,Franklin Special School District,TN,294,4191
40441,47,151,Germantown Municipal School District,TN,334,8221
20129,47,1400,Gibson County School District,TN,424,4021
30971,47,1410,Giles County School District,TN,833,4733
25073,47,1440,Grainger County School District,TN,630,3475
57140,47,1470,Greene County School District,TN,1495,7813
16258,47,1500,Greeneville City School District,TN,536,2503
14148,47,1530,Grundy County School District,TN,571,2182
67715,47,1,Hamblen County School District,TN,2098,11924
386256,47,1590,Hamilton County School District,TN,11591,58614
7038,47,1620,Hancock County School District,TN,388,1132
25434,47,1650,Hardeman County School District,TN,940,3656
27617,47,1680,Hardin County School District,TN,1064,4077
56525,47,1740,Hawkins County School District,TN,1129,7455
17097,47,1770,Haywood County School District,TN,812,2749
28183,47,1800,Henderson County School District,TN,694,3839
32883,47,1830,Henry County School District,TN,684,3623
25859,47,1860,Hickman County School District,TN,733,3975
3889,47,1890,Hollow Rock-Bruceton Special School District,TN,140,645
8538,47,1920,Houston County School District,TN,268,1377
7931,47,1950,Humboldt City School District,TN,324,1260
19554,47,1980,Humphreys County School District,TN,452,2989
7986,47,2010,Huntingdon Special School District,TN,257,1353
12376,47,2070,Jackson County School District,TN,398,1675
100409,47,2580,Jackson-Madison County School System,TN,3706,16371
59217,47,2100,Jefferson County School District,TN,1274,8486
68360,47,2130,Johnson City School District,TN,1657,9036
18506,47,2160,Johnson County School District,TN,585,2263
56608,47,2190,Kingsport City School District,TN,1964,8265
506748,47,2220,Knox County School District,TN,11789,77470
6422,47,2280,Lake County School District,TN,257,690
13657,47,154,Lakeland School System District,TN,204,2112
24630,47,2310,Lauderdale County School District,TN,1070,3900
46467,47,2340,Lawrence County School District,TN,1381,8652
44429,47,2370,Lebanon Special School District,TN,640,4969
11196,47,2400,Lenoir City School District,TN,315,2015
13418,47,2430,Lewis County School District,TN,387,2199
8072,47,2460,Lexington City School System,TN,217,885
29396,47,2490,Lincoln County School District,TN,692,4862
50933,47,2520,Loudon County School District,TN,797,6648
27189,47,2550,Macon County School District,TN,951,5044
12795,47,2610,Manchester City School District,TN,416,1677
28813,47,2640,Marion County School District,TN,745,4239
37847,47,2670,Marshall County School District,TN,746,6545
33556,47,2700,Maryville City School District,TN,400,5900
113411,47,2760,Maury County School District,TN,1959,18607
7757,47,2790,McKenzie Special School District,TN,227,1193
56753,47,2820,McMinn County School District,TN,1074,6853
26103,47,2880,McNairy County School District,TN,845,4155
13937,47,2910,Meigs County School District,TN,407,2144
729505,47,3180,Metropolitan Nashville Public School District,TN,17234,102072
11248,47,2970,Milan Special School District,TN,364,2055
16259,47,150,Millington Municipal School District,TN,565,2741
49154,47,3000,Monroe County School District,TN,881,5834
6773,47,3060,Moore County School District,TN,109,973
21954,47,3090,Morgan County School District,TN,610,3249
168906,47,3150,Murfreesboro City School District,TN,2098,15433
7174,47,3210,Newport City School District,TN,336,823
33187,47,3240,Oak Ridge City School District,TN,641,5254
19372,47,3270,Obion County School District,TN,516,2973
3014,47,3300,Oneida Special School District,TN,151,479
23551,47,3330,Overton County School District,TN,559,3602
12020,47,3360,Paris Special School District,TN,379,1313
8987,47,3390,Perry County School District,TN,344,1467
5108,47,3420,Pickett County School District,TN,156,635
18338,47,3450,Polk County School District,TN,453,2549
84894,47,3480,Putnam County School District,TN,2396,13083
34759,47,3510,Rhea County School District,TN,814,4615
1013,47,3540,Richard City Special School District,TN,62,188
52866,47,3590,Roane County School District,TN,1116,7408
78459,47,3600,Robertson County School District,TN,1743,13705
4889,47,3660,Rogersville City Schools,TN,113,498
376996,47,3690,Rutherford County School District,TN,6090,53010
19503,47,3720,Scott County School District,TN,646,3319
17620,47,3750,Sequatchie County School District,TN,523,2530
100184,47,3780,Sevier County School District,TN,2478,15331
718851,47,148,Shelby County School District,TN,45255,129725
20783,47,3870,Smith County School District,TN,472,3497
2433,47,3900,South Carroll Special School District,TN,82,437
14365,47,3960,Stewart County School District,TN,404,2239
81238,47,3990,Sullivan County School District,TN,2205,11056
211721,47,4020,Sumner County School District,TN,3444,35730
13451,47,4050,Sweetwater City School District,TN,279,1495
62187,47,4080,Tipton County School District,TN,1981,10925
8751,47,4100,Trenton Special School District,TN,258,1381
12159,47,4170,Trousdale County School District,TN,237,1723
21527,47,4200,Tullahoma City School District,TN,934,3834
17872,47,4230,Unicoi County School District,TN,421,2402
10889,47,4260,Union City School District,TN,457,1900
21064,47,4290,Union County School District,TN,701,3266
6686,47,4320,Van Buren County School District,TN,219,990
43619,47,4350,Warren County School District,TN,1349,7318
71282,47,4380,Washington County School District,TN,1325,10068
15974,47,4440,Wayne County School District,TN,413,1936
33162,47,4470,Weakley County School District,TN,928,4628
7042,47,4490,West Carroll Special District,TN,219,1150
29108,47,4500,White County School District,TN,786,4657
269136,47,4530,Williamson County School District,TN,1399,49307
169948,47,4550,Wilson County School District,TN,1733,24404
1124,48,7380,Abbott Independent School District,TX,16,189
3518,48,7410,Abernathy Independent School District,TX,119,757
108178,48,7440,Abilene Independent School District,TX,4069,17800
9394,48,7470,Academy Independent School District,TX,193,2129
260,48,7500,Adrian Independent School District,TX,7,32
1495,48,7530,Agua Dulce Independent School District,TX,52,327
33104,48,7590,Alamo Heights Independent School District,TX,315,5657
6289,48,7650,Alba-Golden Independent School District,TX,127,927
2454,48,7680,Albany Independent School District,TX,41,400
317535,48,7710,Aldine Independent School District,TX,21188,67951
38457,48,7780,Aledo Independent School District,TX,322,9092
24157,48,7800,Alice Independent School District,TX,1717,4782
289792,48,7830,Alief Independent School District,TX,17701,52288
131243,48,7890,Allen Independent School District,TX,1249,25010
8084,48,7950,Alpine Independent School District,TX,157,1008
3463,48,7980,Alto Independent School District,TX,121,638
24692,48,11,Alvarado Independent School District,TX,509,4554
145597,48,8090,Alvin Independent School District,TX,2714,28235
4955,48,8100,Alvord Independent School District,TX,54,904
169894,48,8130,Amarillo Independent School District,TX,8195,32359
911,48,8160,Amherst Independent School District,TX,32,187
8192,48,8190,Anahuac Independent School District,TX,165,1432
4411,48,8230,Anderson-Shiro Consolidated Independent School District,TX,100,811
18923,48,8280,Andrews Independent School District,TX,533,4407
45598,48,8310,Angleton Independent School District,TX,924,7364
24250,48,8340,Anna Independent School District,TX,402,4893
3976,48,8400,Anson Independent School District,TX,116,644
3917,48,8430,Anthony Independent School District,TX,183,875
1172,48,8460,Anton Independent School District,TX,43,232
1163,48,8490,Apple Springs Independent School District,TX,31,181
1597,48,8520,Aquilla Independent School District,TX,52,275
11559,48,8580,Aransas Pass Independent School District,TX,373,1826
2827,48,8610,Archer City Independent School District,TX,68,491
19107,48,8670,Argyle Independent School District,TX,115,4566
383964,48,8700,Arlington Independent School District,TX,12072,66303
5786,48,8730,Arp Independent School District,TX,151,920
1210,48,6,Aspermont Independent School District,TX,44,199
24268,48,8870,Athens Independent School District,TX,910,3932
10139,48,8880,Atlanta Independent School District,TX,394,1839
15726,48,8910,Aubrey Independent School District,TX,205,3085
778447,48,8940,Austin Independent School District,TX,12930,90045
732,48,9000,Austwell-Tivoli Independent School District,TX,17,117
1070,48,9030,Avalon Independent School District,TX,23,214
1410,48,9060,Avery Independent School District,TX,30,206
1149,48,9090,Avinger Independent School District,TX,48,174
3423,48,9150,Axtell Independent School District,TX,82,621
48546,48,9200,Azle Independent School District,TX,1001,8213
2592,48,9280,Baird Independent School District,TX,70,379
5143,48,9300,Ballinger Independent School District,TX,302,894
484,48,9330,Balmorhea Independent School District,TX,15,107
19523,48,9360,Bandera Independent School District,TX,345,2483
6157,48,9390,Bangs Independent School District,TX,174,831
4376,48,9410,Banquete Independent School District,TX,129,839
30329,48,9450,Barbers Hill Independent School District,TX,494,6922
3045,48,9540,Bartlett Independent School District,TX,59,514
75400,48,9570,Bastrop Independent School District,TX,2002,14836
20473,48,9630,Bay City Independent School District,TX,1029,3962
127147,48,9670,Beaumont Independent School District,TX,5498,21389
2459,48,9690,Beckville Independent School District,TX,63,510
26477,48,9720,Beeville Independent School District,TX,1057,3730
740,48,9750,Bellevue Independent School District,TX,15,104
4561,48,9780,Bells Independent School District,TX,69,912
14144,48,9810,Bellville Independent School District,TX,306,2393
68643,48,9860,Belton Independent School District,TX,1395,13738
2344,48,9870,Ben Bolt-Palito Blanco Independent School District,TX,122,446
1667,48,99130,Benavides Independent School District,TX,88,279
